Attendance,Date,Home,Away,Home_Avg_Attendance,Home_Last3_Avg,Matchup_Avg_Attendance,Home_Is_Big3,Away_Is_Big3,Day_Type,Round_Num
1248,2024-09-14,Casa Pia AC,Moreirense,2936,1389,1837,0,0,weekend,5
60145,2024-09-14,Benfica,Santa Clara,56818,55927,64012,1,0,weekend,5
4112,2024-09-14,Famalicao,Gil Vicente,3888,4303,3361,0,0,weekend,5
47013,2024-09-15,FC Porto,Farense,40053,42319,48129,1,0,weekend,5
2128,2024-09-15,Estoril,Nacional,2777,2999,2777,0,0,weekend,5
21215,2024-09-15,Braga,Vitoria de Guimaraes,15411,17395,22060,0,0,weekend,5
3476,2024-09-16,Estrela da Amadora,Boavista,4373,5190,3732,0,0,weekday,5
2459,2024-09-20,Nacional,Braga,3548,3548,3548,0,0,weekend,6
2022,2024-09-21,Moreirense,Famalicao,2684,3014,2327,0,0,weekend,6
26377,2024-09-21,Vitoria de Guimaraes,FC Porto,16859,20896,20503,0,1,weekend,6
2123,2024-09-21,Santa Clara,Estrela da Amadora,2404,3197,2404,0,0,weekend,6
3014,2024-09-21,Rio Ave,Estoril,3018,3515,2856,0,0,weekend,6
3825,2024-09-22,Gil Vicente,Casa Pia AC,4785,5540,2487,0,0,weekend,6
5057,2024-09-22,Farense,Arouca,5686,9645,4237,0,0,weekend,6
43039,2024-09-22,Sporting CP,AVS Futebol SAD,35128,44518,35128,1,0,weekend,6
16151,2024-09-23,Boavista,Benfica,8405,10316,16130,0,1,weekday,6
4658,2024-09-27,Estoril,Sporting CP,2759,2035,4868,0,1,weekend,7
2632,2024-09-28,Casa Pia AC,Vitoria de Guimaraes,2890,1193,2824,0,0,weekend,7
58965,2024-09-28,Benfica,Gil Vicente,56908,59520,57994,1,0,weekend,7
2987,2024-09-28,Estrela da Amadora,Moreirense,4328,3905,3458,0,0,weekend,7
3974,2024-09-29,Famalicao,Nacional,3894,4635,3894,0,0,weekend,7
44209,2024-09-29,FC Porto,Arouca,40241,46980,46120,1,0,weekend,7
11888,2024-09-29,Braga,Rio Ave,15568,16705,12774,0,0,weekend,7
1320,2024-09-29,Santa Clara,Boavista,2390,3693,1680,0,0,weekend,7
1615,2024-09-30,AVS Futebol SAD,Farense,2744,2744,2744,0,0,weekday,7
2708,2024-10-04,Rio Ave,Famalicao,3018,2916,3056,0,0,weekend,8
42887,2024-10-05,Sporting CP,Casa Pia AC,35342,42655,29774,1,0,weekend,8
1113,2024-10-05,Arouca,AVS Futebol SAD,2011,3373,2011,0,0,weekend,8
1798,2024-10-05,Moreirense,Santa Clara,2650,3122,2650,0,0,weekend,8
2709,2024-10-05,Gil Vicente,Estrela da Amadora,4759,4871,2349,0,0,weekend,8
4921,2024-10-06,Farense,Estoril,5655,9368,5508,0,0,weekend,8
15961,2024-10-06,Vitoria de Guimaraes,Boavista,17117,21281,14099,0,0,weekend,8
44813,2024-10-06,FC Porto,Braga,40345,46112,43116,1,0,weekend,8
1004,2024-10-25,Casa Pia AC,Nacional,2883,1689,2883,0,0,weekend,9
1676,2024-10-25,Santa Clara,Gil Vicente,2339,1793,579,0,0,weekend,9
1686,2024-10-26,Estoril,Arouca,2809,2932,2505,0,0,weekend,9
3697,2024-10-26,Boavista,Moreirense,8614,9075,6441,0,0,weekend,9
4520,2024-10-26,Famalicao,Sporting CP,3896,4285,4440,0,1,weekend,9
12841,2024-10-27,Braga,Farense,15471,15753,11270,0,0,weekend,9
58961,2024-10-27,Benfica,Rio Ave,56962,59533,55707,1,0,weekend,9
2319,2024-10-27,Estrela da Amadora,Vitoria de Guimaraes,4264,3311,4300,0,0,weekend,9
4795,2024-10-28,AVS Futebol SAD,FC Porto,2462,2750,2462,0,1,weekday,9
41282,2024-11-01,Sporting CP,Estrela da Amadora,35541,44113,38408,1,0,weekend,10
4221,2024-11-02,Gil Vicente,Boavista,4705,4558,4126,0,0,weekend,10
2323,2024-11-02,Rio Ave,Casa Pia AC,3010,2760,2717,0,0,weekend,10
12649,2024-11-02,Farense,Benfica,5620,9257,6309,0,1,weekend,10
2429,2024-11-03,AVS Futebol SAD,Famalicao,2928,2854,2928,0,0,weekend,10
1631,2024-11-03,Arouca,Braga,1987,2613,1936,0,0,weekend,10
18031,2024-11-03,Vitoria de Guimaraes,Moreirense,17086,20824,15143,0,0,weekend,10
39019,2024-11-03,FC Porto,Estoril,40460,45345,29711,1,0,weekend,10
1425,2024-11-04,Nacional,Santa Clara,3185,3185,3185,0,0,weekday,10
1316,2024-11-08,Moreirense,Gil Vicente,2610,3212,1398,0,0,weekend,11
4495,2024-11-09,Boavista,Rio Ave,8485,7935,7007,0,0,weekend,11
3551,2024-11-09,Famalicao,Arouca,3912,4202,3854,0,0,weekend,11
1912,2024-11-09,Estoril,AVS Futebol SAD,2780,2824,2780,0,0,weekend,11
1202,2024-11-09,Casa Pia AC,Farense,2835,1628,1726,0,0,weekend,11
3386,2024-11-10,Estrela da Amadora,Nacional,4176,2927,4176,0,0,weekend,11
2512,2024-11-10,Santa Clara,Vitoria de Guimaraes,2309,1706,1598,0,0,weekend,11
20585,2024-11-10,Braga,Sporting CP,15403,15315,20248,0,1,weekend,11
63342,2024-11-10,Benfica,FC Porto,57013,59357,62138,1,1,weekend,11
5178,2024-11-29,Farense,Estrela da Amadora,5939,7542,4549,0,0,weekend,12
41681,2024-11-30,Sporting CP,Santa Clara,35688,42403,31603,1,0,weekend,12
2009,2024-11-30,Rio Ave,Moreirense,2992,2682,2695,0,0,weekend,12
1516,2024-11-30,Nacional,Boavista,2745,1974,2745,0,0,weekend,12
2047,2024-12-01,Estoril,Famalicao,2759,2752,2332,0,0,weekend,12
4644,2024-12-01,Arouca,Benfica,1978,2463,4526,0,1,weekend,12
2579,2024-12-01,AVS Futebol SAD,Braga,2845,2946,2845,0,0,weekend,12
11317,2024-12-02,Vitoria de Guimaraes,Gil Vicente,17110,20123,18930,0,0,weekday,12
32810,2024-12-02,FC Porto,Casa Pia AC,40424,42680,32166,1,0,weekday,12
5154,2024-12-05,Moreirense,Sporting CP,2551,1712,5163,0,1,rare,13
9071,2024-12-06,Braga,Estoril,15533,15105,14204,0,0,weekend,13
2643,2024-12-07,Gil Vicente,Nacional,4693,3585,4693,0,0,weekend,13
58839,2024-12-07,Benfica,Vitoria de Guimaraes,57171,60423,59892,1,0,weekend,13
1564,2024-12-07,Santa Clara,Rio Ave,2318,1836,912,0,0,weekend,13
4499,2024-12-07,Famalicao,FC Porto,3903,4015,4925,0,1,weekend,13
3845,2024-12-08,Boavista,Farense,8383,8114,6520,0,0,weekend,13
1147,2024-12-08,Casa Pia AC,AVS Futebol SAD,2794,1613,2794,0,0,weekend,13
2083,2024-12-09,Estrela da Amadora,Arouca,4142,2897,4352,0,0,weekday,13
34094,2024-12-14,Sporting CP,Boavista,35838,41950,32898,1,0,weekend,14
4761,2024-12-14,Farense,Gil Vicente,5906,7583,4437,0,0,weekend,14
1471,2024-12-14,Nacional,Moreirense,2499,1800,2499,0,0,weekend,14
1307,2024-12-15,Arouca,Santa Clara,2045,2463,857,0,0,weekend,14
5473,2024-12-15,AVS Futebol SAD,Benfica,2807,3268,2807,0,1,weekend,14
1873,2024-12-15,Estoril,Casa Pia AC,2741,1882,2093,0,0,weekend,14
8322,2024-12-16,Braga,Famalicao,15375,14166,16758,0,0,weekday,14
32116,2024-12-16,FC Porto,Estrela da Amadora,40238,38881,30613,1,0,weekday,14
2897,2024-12-16,Rio Ave,Vitoria de Guimaraes,2968,2347,3812,0,0,weekday,14
5086,2024-12-19,Nacional,Benfica,2328,1471,2328,0,1,rare,8
912,2024-12-20,Casa Pia AC,Arouca,2754,1118,1133,0,0,weekend,15
3072,2024-12-21,Famalicao,Farense,3918,4190,4171,0,0,weekend,15
3321,2024-12-21,Boavista,AVS Futebol SAD,8269,4012,8269,0,0,weekend,15
4553,2024-12-21,Moreirense,FC Porto,2664,2756,5674,0,1,weekend,15
9794,2024-12-22,Gil Vicente,Sporting CP,4642,3191,9598,0,1,weekend,15
4041,2024-12-22,Santa Clara,Braga,2287,1917,1591,0,0,weekend,15
2202,2024-12-23,Estrela da Amadora,Rio Ave,4056,2596,5372,0,0,weekday,15
60572,2024-12-23,Benfica,Estoril,57212,60381,53500,1,0,weekday,15
17423,2024-12-23,Vitoria de Guimaraes,Nacional,16966,15103,16966,0,0,weekday,15
1743,2024-12-27,Arouca,Gil Vicente,2027,2527,1572,0,0,weekend,16
1262,2024-12-28,AVS Futebol SAD,Estrela da Amadora,3140,3494,3140,0,0,weekend,16
2246,2024-12-28,Estoril,Moreirense,2721,1944,1762,0,0,weekend,16
47509,2024-12-28,FC Porto,Boavista,40045,34648,40478,1,0,weekend,16
6012,2024-12-29,Farense,Vitoria de Guimaraes,5858,7529,4955,0,0,weekend,16
2729,2024-12-29,Rio Ave,Nacional,2966,2410,2966,0,0,weekend,16
20819,2024-12-29,Braga,Casa Pia AC,15207,12659,11949,0,0,weekend,16
48076,2024-12-29,Sporting CP,Benfica,35795,39019,43730,1,1,weekend,16
3818,2024-12-30,Famalicao,Santa Clara,3898,3707,3636,0,0,weekday,16
26549,2025-01-03,Vitoria de Guimaraes,Sporting CP,16977,15590,21125,0,1,weekend,17
61750,2025-01-04,Benfica,Braga,57292,60918,58008,1,0,weekend,17
2327,2025-01-04,Moreirense,AVS Futebol SAD,2743,3674,2743,0,0,weekend,17
3559,2025-01-04,Boavista,Arouca,8148,3887,4238,0,0,weekend,17
974,2025-01-05,Casa Pia AC,Famalicao,2710,1087,1078,0,0,weekend,17
2291,2025-01-05,Santa Clara,Farense,2357,2706,2357,0,0,weekend,17
1756,2025-01-05,Estrela da Amadora,Estoril,3982,2557,3624,0,0,weekend,17
3348,2025-01-06,Gil Vicente,Rio Ave,4767,5553,3097,0,0,weekday,17
4466,2025-01-12,Nacional,FC Porto,2722,2691,2722,0,1,weekend,17
53985,2025-01-17,Benfica,Famalicao,57396,60387,57860,1,0,weekend,18
1724,2025-01-18,Santa Clara,Estoril,2354,2632,747,0,0,weekend,18
4756,2025-01-18,Rio Ave,Sporting CP,2961,2545,4266,0,1,weekend,18
13916,2025-01-18,Vitoria de Guimaraes,Arouca,17205,18430,16462,0,0,weekend,18
1369,2025-01-19,Moreirense,Farense,2726,4011,1695,0,0,weekend,18
2061,2025-01-19,Nacional,AVS Futebol SAD,2940,3674,2940,0,0,weekend,18
2719,2025-01-19,Estrela da Amadora,Braga,3896,2014,3630,0,0,weekend,18
7412,2025-01-19,Gil Vicente,FC Porto,4733,5262,7790,0,1,weekend,18
2178,2025-01-20,Boavista,Casa Pia AC,8039,3575,4260,0,0,weekday,18
756,2025-01-24,Arouca,Moreirense,2020,2565,1037,0,0,weekend,19
2716,2025-01-25,Famalicao,Estrela da Amadora,3896,3796,3490,0,0,weekend,19
5200,2025-01-25,Farense,Rio Ave,5865,5317,4713,0,0,weekend,19
7051,2025-01-25,Casa Pia AC,Benfica,2670,1011,14589,0,1,weekend,19
42420,2025-01-25,Sporting CP,Nacional,36088,41284,36088,1,0,weekend,19
4265,2025-01-26,Braga,Boavista,15338,12737,14376,0,0,weekend,19
27793,2025-01-26,FC Porto,Santa Clara,40218,37478,40708,1,0,weekend,19
2660,2025-01-26,Estoril,Vitoria de Guimaraes,2710,2055,1855,0,0,weekend,19
726,2025-01-27,AVS Futebol SAD,Gil Vicente,2932,3105,2932,0,0,weekday,19
2904,2025-01-31,Boavista,Famalicao,7903,3019,6670,0,0,weekend,20
1989,2025-02-01,Nacional,Arouca,2842,3871,2842,0,0,weekend,20
2019,2025-02-01,Santa Clara,Casa Pia AC,2331,2685,1785,0,0,weekend,20
3949,2025-02-01,Gil Vicente,Estoril,4796,6851,2506,0,0,weekend,20
13647,2025-02-01,Vitoria de Guimaraes,AVS Futebol SAD,17128,19296,17128,0,0,weekend,20
6243,2025-02-02,Estrela da Amadora,Benfica,3852,2226,6398,0,1,weekend,20
43023,2025-02-02,Sporting CP,Farense,36235,41530,39063,1,0,weekend,20
2175,2025-02-03,Moreirense,Braga,2674,2750,2875,0,0,weekday,20
4100,2025-02-03,Rio Ave,FC Porto,3002,3461,4396,0,1,weekday,20
49193,2025-02-07,FC Porto,Sporting CP,39936,35806,47330,1,1,weekend,21
1135,2025-02-08,AVS Futebol SAD,Santa Clara,2711,2487,2711,0,0,weekend,21
58189,2025-02-08,Benfica,Moreirense,57318,58769,49083,1,0,weekend,21
3297,2025-02-08,Famalicao,Vitoria de Guimaraes,3869,3202,4160,0,0,weekend,21
1042,2025-02-09,Casa Pia AC,Estrela da Amadora,2769,2979,2861,0,0,weekend,21
12304,2025-02-09,Braga,Gil Vicente,15086,11135,16147,0,0,weekend,21
3064,2025-02-09,Estoril,Boavista,2709,2260,2006,0,0,weekend,21
5830,2025-02-09,Farense,Nacional,5839,5324,5839,0,0,weekend,21
1245,2025-02-10,Arouca,Rio Ave,1990,1269,1166,0,0,weekday,21
4494,2025-02-14,Boavista,Estrela da Amadora,7789,2880,19263,0,0,weekend,22
1629,2025-02-15,Moreirense,Casa Pia AC,2656,1957,944,0,0,weekend,22
1784,2025-02-15,Nacional,Estoril,2757,2839,2757,0,0,weekend,22
9933,2025-02-15,Santa Clara,Benfica,2320,2011,9701,0,1,weekend,22
39258,2025-02-15,Sporting CP,Arouca,36389,44506,31136,1,0,weekend,22
2206,2025-02-16,Rio Ave,AVS Futebol SAD,3027,3862,3027,0,0,weekend,22
15302,2025-02-16,Farense,FC Porto,5839,5681,6356,0,1,weekend,22
28133,2025-02-16,Vitoria de Guimaraes,Braga,17049,18037,22148,0,0,weekend,22
4490,2025-02-17,Gil Vicente,Famalicao,4776,4903,4250,0,0,weekday,22
7872,2025-02-21,Braga,Nacional,15024,12463,15024,0,0,weekend,23
2721,2025-02-22,Estoril,Rio Ave,2716,2657,2050,0,0,weekend,23
58022,2025-02-22,Benfica,Boavista,57338,57975,55379,1,0,weekend,23
1135,2025-02-22,Casa Pia AC,Gil Vicente,2731,3022,1012,0,0,weekend,23
1705,2025-02-23,Arouca,Farense,1974,1248,1127,0,0,weekend,23
3481,2025-02-23,Estrela da Amadora,Santa Clara,3938,3573,3938,0,0,weekend,23
4262,2025-02-23,AVS Futebol SAD,Sporting CP,2568,1041,2568,0,1,weekend,23
3641,2025-02-23,Famalicao,Moreirense,3856,3277,4640,0,0,weekend,23
44142,2025-02-24,FC Porto,Vitoria de Guimaraes,40142,41498,38500,1,0,weekday,23
1466,2025-03-01,Nacional,Famalicao,2668,1945,2668,0,0,weekend,24
3114,2025-03-01,Arouca,FC Porto,1968,1235,3624,0,1,weekend,24
14798,2025-03-01,Vitoria de Guimaraes,Casa Pia AC,17295,18565,13960,0,0,weekend,24
5864,2025-03-02,Boavista,Santa Clara,7716,3192,5520,0,0,weekend,24
1498,2025-03-02,Moreirense,Estrela da Amadora,2619,1724,1360,0,0,weekend,24
5967,2025-03-02,Farense,AVS Futebol SAD,6177,8777,6177,0,0,weekend,24
3234,2025-03-02,Rio Ave,Braga,3009,3687,2912,0,0,weekend,24
36505,2025-03-03,Sporting CP,Estoril,36453,41567,29898,1,0,weekday,24
1945,2025-03-07,Estrela da Amadora,Gil Vicente,3922,4148,7331,0,0,weekend,25
1487,2025-03-08,Estoril,Farense,2717,2815,2562,0,0,weekend,25
15922,2025-03-08,Braga,FC Porto,14869,8147,22770,0,1,weekend,25
759,2025-03-08,AVS Futebol SAD,Arouca,2709,2041,2709,0,0,weekend,25
52543,2025-03-08,Benfica,Nacional,57353,56732,57353,1,0,weekend,25
16820,2025-03-09,Boavista,Vitoria de Guimaraes,7676,4421,7363,0,0,weekend,25
6823,2025-03-09,Casa Pia AC,Sporting CP,2696,3076,8745,0,1,weekend,25
1780,2025-03-10,Famalicao,Rio Ave,3851,3218,3916,0,0,weekday,25
6064,2025-03-15,Farense,Braga,6169,9033,5006,0,0,weekend,26
4248,2025-03-15,Gil Vicente,Santa Clara,4770,5284,2839,0,0,weekend,26
37286,2025-03-15,FC Porto,AVS Futebol SAD,40229,40376,40229,1,0,weekend,26
41791,2025-03-15,Sporting CP,Famalicao,36454,39595,34865,1,0,weekend,26
1643,2025-03-16,Arouca,Estoril,1992,2021,1258,0,0,weekend,26
1556,2025-03-16,Nacional,Casa Pia AC,2568,1746,2568,0,0,weekend,26
4753,2025-03-16,Rio Ave,Benfica,3014,3180,4472,0,1,weekend,26
1521,2025-03-16,Moreirense,Boavista,2580,1767,2388,0,0,weekend,26
13974,2025-03-16,Vitoria de Guimaraes,Estrela da Amadora,17241,18859,19033,0,0,weekend,26
11010,2025-03-28,Gil Vicente,Benfica,4759,4229,11743,0,1,weekend,24
1206,2025-03-29,Casa Pia AC,Rio Ave,2784,3000,2563,0,0,weekend,27
7031,2025-03-29,Estrela da Amadora,Sporting CP,3856,3890,6764,0,1,weekend,27
12122,2025-03-29,Braga,Arouca,14891,12033,13219,0,0,weekend,27
3795,2025-03-30,Moreirense,Vitoria de Guimaraes,2545,1549,4351,0,0,weekend,27
4762,2025-03-30,Estoril,FC Porto,2690,2424,4508,0,1,weekend,27
2038,2025-03-30,Santa Clara,Nacional,2582,4559,2582,0,0,weekend,27
4163,2025-03-30,Famalicao,AVS Futebol SAD,3807,2906,3807,0,0,weekend,27
4731,2025-04-01,Boavista,Gil Vicente,7870,9059,10655,0,0,rare,27
51790,2025-04-02,Benfica,Farense,57250,56251,56766,1,0,rare,27
743,2025-04-04,AVS Futebol SAD,Estoril,2559,2052,2559,0,0,weekend,28
1699,2025-04-05,Arouca,Famalicao,1985,2154,1190,0,0,weekend,28
15143,2025-04-05,Vitoria de Guimaraes,Santa Clara,17172,18968,12132,0,0,weekend,28
5981,2025-04-06,Gil Vicente,Moreirense,4892,6583,2382,0,0,weekend,28
1872,2025-04-06,Nacional,Estrela da Amadora,2490,1602,2490,0,0,weekend,28
49193,2025-04-06,FC Porto,Benfica,40166,43540,49256,1,1,weekend,28
5527,2025-04-07,Farense,Casa Pia AC,6166,9111,3953,0,0,weekday,28
1060,2025-04-07,Rio Ave,Boavista,3051,3398,2706,0,0,weekday,28
45626,2025-04-07,Sporting CP,Braga,36568,39185,33094,1,0,weekday,28
6588,2025-04-11,Gil Vicente,Vitoria de Guimaraes,4914,7080,5352,0,0,weekend,29
8914,2025-04-12,Santa Clara,Sporting CP,2564,4663,4447,0,1,weekend,29
3649,2025-04-12,Casa Pia AC,FC Porto,2751,3055,5747,0,1,weekend,29
6280,2025-04-12,Boavista,Nacional,7805,9138,7805,0,0,weekend,29
3003,2025-04-12,Famalicao,Estoril,3815,3195,3503,0,0,weekend,29
4103,2025-04-13,Estrela da Amadora,Farense,3959,4152,5384,0,0,weekend,29
61581,2025-04-13,Benfica,Arouca,57136,54118,51490,1,0,weekend,29
14529,2025-04-13,Braga,AVS Futebol SAD,14834,11972,14834,0,0,weekend,29
1388,2025-04-13,Moreirense,Rio Ave,2585,2271,1542,0,0,weekend,29
6171,2025-04-18,Farense,Boavista,6145,5853,4928,0,0,weekend,30
921,2025-04-18,Rio Ave,Santa Clara,3009,3016,1984,0,0,weekend,30
44558,2025-04-18,Sporting CP,Moreirense,36756,41307,36815,1,0,weekend,30
39286,2025-04-18,FC Porto,Famalicao,40354,43540,31912,1,0,weekend,30
2057,2025-04-19,AVS Futebol SAD,Casa Pia AC,2429,1921,2429,0,0,weekend,30
2998,2025-04-19,Nacional,Gil Vicente,2446,1631,2446,0,0,weekend,30
1227,2025-04-19,Arouca,Estrela da Amadora,1979,2152,1079,0,0,weekend,30
3656,2025-04-19,Estoril,Braga,2734,2990,3156,0,0,weekend,30
23341,2025-04-19,Vitoria de Guimaraes,Benfica,17129,14638,22123,0,1,weekend,30
4665,2025-04-25,Famalicao,Braga,3798,2982,4312,0,0,weekend,31
4273,2025-04-26,Estrela da Amadora,FC Porto,3963,4360,5976,0,1,weekend,31
5611,2025-04-26,Gil Vicente,Farense,4949,7860,5831,0,0,weekend,31
1534,2025-04-26,Santa Clara,Arouca,2769,6962,1172,0,0,weekend,31
1214,2025-04-27,Moreirense,Nacional,2548,2235,2548,0,0,weekend,31
58102,2025-04-27,Benfica,AVS Futebol SAD,57227,55305,57227,1,0,weekend,31
17304,2025-04-27,Vitoria de Guimaraes,Rio Ave,17256,17486,15110,0,0,weekend,31
18322,2025-04-27,Boavista,Sporting CP,7774,9277,10544,0,1,weekend,31
1032,2025-04-29,Casa Pia AC,Estoril,2770,3893,846,0,0,rare,31
27374,2025-05-02,FC Porto,Moreirense,40332,41922,34218,1,0,weekend,32
1911,2025-05-03,Nacional,Vitoria de Guimaraes,2483,2142,2483,0,0,weekend,32
4171,2025-05-03,Farense,Famalicao,6146,5921,4815,0,0,weekend,32
14901,2025-05-03,Braga,Santa Clara,14827,14191,16442,0,0,weekend,32
5026,2025-05-03,Estoril,Benfica,2752,3302,4912,0,1,weekend,32
1032,2025-05-04,Arouca,Casa Pia AC,1964,1523,1208,0,0,weekend,32
44666,2025-05-04,Sporting CP,Gil Vicente,36916,43992,30770,1,0,weekend,32
689,2025-05-05,Rio Ave,Estrela da Amadora,2967,2245,2403,0,0,weekday,32
2605,2025-05-05,AVS Futebol SAD,Boavista,2404,1186,2404,0,0,weekday,32
6819,2025-05-10,Gil Vicente,Arouca,4962,6060,3063,0,0,weekend,33
63478,2025-05-10,Benfica,Sporting CP,57245,57158,62230,1,1,weekend,33
1342,2025-05-10,Casa Pia AC,Braga,2735,1962,2584,0,0,weekend,33
1618,2025-05-10,Santa Clara,Famalicao,2730,4162,1618,0,0,weekend,33
1568,2025-05-10,Nacional,Rio Ave,2447,2260,2447,0,0,weekend,33
6728,2025-05-11,Estrela da Amadora,AVS Futebol SAD,3972,5136,3972,0,0,weekend,33
1472,2025-05-11,Moreirense,Estoril,2507,2132,1697,0,0,weekend,33
20226,2025-05-11,Vitoria de Guimaraes,Farense,17257,18596,19982,0,0,weekend,33
14860,2025-05-11,Boavista,FC Porto,7985,9778,12640,0,1,weekend,33
4130,2025-05-16,Famalicao,Casa Pia AC,3816,3944,2922,0,0,weekend,34
909,2025-05-16,Rio Ave,Gil Vicente,2921,890,3060,0,0,weekend,34
49155,2025-05-17,Sporting CP,Vitoria de Guimaraes,37071,44950,36712,1,0,weekend,34
34674,2025-05-17,FC Porto,Nacional,40073,38618,40073,1,0,weekend,34
5954,2025-05-17,Farense,Santa Clara,6086,5290,6086,0,0,weekend,34
2911,2025-05-17,Arouca,Boavista,1945,1319,1848,0,0,weekend,34
20198,2025-05-17,Braga,Benfica,14829,13851,22465,0,1,weekend,34
2247,2025-05-17,AVS Futebol SAD,Moreirense,2417,1802,2417,0,0,weekend,34
2386,2025-05-17,Estoril,Estrela da Amadora,2798,4481,3486,0,0,weekend,34
6981,2025-08-08,Casa Pia AC,Sporting CP,2707,2008,8104,0,1,weekend,1
2003,2025-08-09,Arouca,AVS Futebol SAD,1964,1723,1113,0,0,weekend,1
1663,2025-08-09,Nacional,Gil Vicente,2396,2159,2998,0,0,weekend,1
4300,2025-08-10,Famalicao,Santa Clara,3822,3933,3727,0,0,weekend,1
17174,2025-08-10,Braga,Tondela,14934,16543,14934,0,0,weekend,1
2550,2025-08-10,Moreirense,Alverca,2477,1358,2477,0,0,weekend,1
2781,2025-08-11,Estoril,Estrela da Amadora,2790,3689,2936,0,0,weekday,1
48534,2025-08-11,FC Porto,Vitoria de Guimaraes,39967,33778,40380,1,0,weekday,1
1225,2025-08-15,AVS Futebol SAD,Casa Pia AC,2407,2303,2057,0,0,weekend,2
532,2025-08-16,Tondela,Famalicao,11951,11951,11951,0,0,weekend,2
18926,2025-08-16,Vitoria de Guimaraes,Estoril,17315,20290,16028,0,0,weekend,2
6249,2025-08-16,Estrela da Amadora,Benfica,4054,5035,6320,0,1,weekend,2
2452,2025-08-17,Rio Ave,Nacional,2882,840,2729,0,0,weekend,2
2776,2025-08-17,Alverca,Braga,11951,11951,11951,0,0,weekend,2
1695,2025-08-17,Santa Clara,Moreirense,2697,4022,2697,0,0,weekend,2
41986,2025-08-17,Sporting CP,Arouca,37307,46126,33843,1,0,weekend,2
11066,2025-08-18,Gil Vicente,FC Porto,4998,6339,7664,0,1,weekday,2
61229,2025-08-23,Benfica,Tondela,57367,61054,57367,1,0,weekend,3
1733,2025-08-23,Arouca,Rio Ave,1965,1982,1192,0,0,weekend,3
4394,2025-08-23,Nacional,Sporting CP,2355,1714,5058,0,1,weekend,3
4210,2025-08-23,Moreirense,Vitoria de Guimaraes,2479,1745,4073,0,0,weekend,3
4571,2025-08-24,Famalicao,Gil Vicente,3831,4365,3611,0,0,weekend,3
49045,2025-08-24,FC Porto,Casa Pia AC,40132,36861,32381,1,0,weekend,3
15078,2025-08-24,Braga,AVS Futebol SAD,14977,17424,14529,0,0,weekend,3
3411,2025-08-25,Estrela da Amadora,Alverca,4116,5750,4116,0,0,weekday,3
5693,2025-08-29,Gil Vicente,Moreirense,5115,7832,4182,0,0,weekend,4
1351,2025-08-30,Casa Pia AC,Nacional,2790,3118,1004,0,0,weekend,4
1633,2025-08-30,AVS Futebol SAD,Famalicao,2341,2026,2429,0,0,weekend,4
14128,2025-08-30,Vitoria de Guimaraes,Arouca,17346,18819,15613,0,0,weekend,4
50946,2025-08-30,Sporting CP,FC Porto,37397,45269,43442,1,1,weekend,4
2226,2025-08-31,Tondela,Estoril,532,532,532,0,0,weekend,4
6532,2025-08-31,Alverca,Benfica,2776,2776,2776,0,1,weekend,4
3250,2025-08-31,Rio Ave,Braga,2874,1350,3019,0,0,weekend,4
1938,2025-08-31,Santa Clara,Estrela da Amadora,2667,1616,2123,0,0,weekend,4
1852,2025-09-06,Estoril,Santa Clara,2790,3398,3083,0,0,weekend,3
59507,2025-09-12,Benfica,Santa Clara,57441,60936,62078,1,0,weekend,5
2037,2025-09-12,Alverca,Tondela,4654,4654,4654,0,0,weekend,5
1752,2025-09-13,Estoril,AVS Futebol SAD,2772,2340,1912,0,0,weekend,5
1683,2025-09-13,Moreirense,Rio Ave,2527,2744,1465,0,0,weekend,5
47285,2025-09-13,FC Porto,Nacional,40300,44084,34674,1,0,weekend,5
4887,2025-09-13,Famalicao,Sporting CP,3845,4334,4467,0,1,weekend,5
3044,2025-09-14,Estrela da Amadora,Vitoria de Guimaraes,4097,5463,3310,0,0,weekend,5
1358,2025-09-14,Arouca,Casa Pia AC,1960,2216,1150,0,0,weekend,5
14118,2025-09-14,Braga,Gil Vicente,14979,17483,14866,0,0,weekend,5
4624,2025-09-19,Rio Ave,FC Porto,2881,2204,4297,0,1,weekend,6
1529,2025-09-20,Nacional,Arouca,2462,2542,1989,0,0,weekend,6
1684,2025-09-20,Santa Clara,Alverca,2646,1750,2646,0,0,weekend,6
5416,2025-09-20,AVS Futebol SAD,Benfica,2304,1702,5473,0,1,weekend,6
25114,2025-09-20,Vitoria de Guimaraes,Braga,17285,17760,24143,0,0,weekend,6
1897,2025-09-21,Tondela,Estrela da Amadora,1379,1379,1379,0,0,weekend,6
7259,2025-09-21,Gil Vicente,Estoril,5126,7859,2987,0,0,weekend,6
1011,2025-09-21,Casa Pia AC,Famalicao,2763,3225,1044,0,0,weekend,6
41710,2025-09-22,Sporting CP,Moreirense,37653,47362,40686,1,0,weekday,6
57059,2025-09-23,Benfica,Rio Ave,57480,61405,56792,1,0,rare,1
57358,2025-09-26,Benfica,Gil Vicente,57472,59265,58318,1,0,weekend,7
1821,2025-09-27,Moreirense,Casa Pia AC,2504,2814,1286,0,0,weekend,7
1808,2025-09-27,Santa Clara,Tondela,2620,1772,2620,0,0,weekend,7
1712,2025-09-27,Estrela da Amadora,AVS Futebol SAD,4068,4235,6728,0,0,weekend,7
4882,2025-09-27,Estoril,Sporting CP,2753,2128,4798,0,1,weekend,7
